"","X","INSTNM","CITY","STABBR","ZIP","ADM_RATE","SATMT75","ACTMT75","COMP_ORIG_YR4_RT","PCIP11","PCIP14","PCIP15","PCIP26","PCIP27","PCIP29","PCIP40","PCIP41","C150_4","MN_EARN_WNE_INC1_P10","MN_EARN_WNE_INC2_P10","MN_EARN_WNE_INC3_P10","PCT90_EARN_WNE_P6","ICLEVEL"
"7039",7039,"Herzing University-Brookfield","Brookfield","WI","53005","1","NULL","NULL","0.3236057069",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","40100","44300","47900","58300",1
"7052",7052,"Strayer University-Global Region","Washington","DC","20005","NULL","NULL","NULL","0.1470469419","0.239",NA,NA,NA,NA,NA,NA,NA,"0.0476","43200","58900","72200","83200",1
"7056",7056,"Brown Mackie College-Albuquerque","Albuquerque","NM","87123","NULL","NULL","NULL","0.3678290214",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","47100",1
"7057",7057,"Brown Mackie College-St Louis","Fenton","MO","63026","NULL","NULL","NULL","0.3678290214",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","47100",1
"7071",7071,"Johnson & Wales University-Online","Providence","RI","02903","NULL","NULL","NULL","0.49781564",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","34200","37900","42600","51700",1
"7078",7078,"Daymar College-Louisville","Louisville","KY","40245","NULL","NULL","NULL","0.3550356053",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","35400",1
"7091",7091,"Brown Mackie College-San Antonio","San Antonio","TX","78229","NULL","NULL","NULL","0.3678290214",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","47100",1
"7101",7101,"American Sentinel University","Aurora","CO","80014-6510","NULL","NULL","NULL","NULL","0.4702",NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"7105",7105,"Remington College-Heathrow Campus","Heathrow","FL","32746","0.5","NULL","NULL","0.4867256637",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","28400","36700","37500","37900",1
"7113",7113,"Chamberlain College of Nursing-Virginia","Arlington","VA","22202","0.6","NULL","NULL","0.4153031761",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","98800",1
"7114",7114,"Stevens-Henager College","Boise","ID","83709-6733","NULL","NULL","NULL","0.3633071817","0.1449",NA,NA,NA,NA,NA,NA,NA,"0.3278","30900","41000","42100","56600",1
"7119",7119,"Northwest Institute of Literary Arts","Langley","WA","98260-0000","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"7125",7125,"American College for Medical Careers","Orlando","FL","32809","NULL","NULL","NULL","0.5662650602",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","42400",1
"7127",7127,"National Paralegal College","Phoenix","AZ","85014-1561","NULL","NULL","NULL","NULL",NA,NA,NA,NA,NA,NA,NA,NA,"0.5397","NULL","NULL","NULL","NULL",1
"7128",7128,"Carolina College of Biblical Studies","Fayetteville","NC","28303-5157","NULL","NULL","NULL","NULL",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"7131",7131,"Oxford Graduate School","Dayton","TN","37321-6736","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"7132",7132,"Jung Tao School of Classical Chinese Medicine","Sugar Grove","NC","28679-9657","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"7133",7133,"New York Film Academy","Burbank","CA","91505","0.524","NULL","NULL","NULL",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"7141",7141,"Georgia Christian University","Atlanta","GA","30360","NULL","NULL","NULL","NULL",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"7146",7146,"Jose Maria Vargas University","Pembroke Pines","FL","33026","NULL","NULL","NULL","NULL",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"7166",7166,"Shepherds Theological Seminary","Cary","NC","27518-9316","NULL","NULL","NULL","NULL",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"7170",7170,"Grace College of Divinity","Fayetteville","NC","28314-2343","NULL","NULL","NULL","NULL",NA,NA,NA,NA,NA,NA,NA,NA,"1","NULL","NULL","NULL","NULL",1
"7182",7182,"Bergin University of Canine Studies","Rohnert Park","CA","94928","NULL","NULL","NULL","NULL",NA,NA,NA,"0.1",NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"7193",7193,"Simmons College of Kentucky","Louisville","KY","40203-3322","NULL","NULL","NULL","NULL",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"7197",7197,"North American University","Houston","TX","77038-0000","1","NULL","NULL","NULL",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"7202",7202,"Mesivta Keser Torah","Lakewood","NJ","08701","1","NULL","NULL","NULL",NA,NA,NA,NA,NA,NA,NA,NA,"0.05","NULL","NULL","NULL","NULL",1
"7206",7206,"Millennia Atlantic University","Doral","FL","33178-2369","NULL","NULL","NULL","NULL",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"7222",7222,"Institute for Doctoral Studies in the Visual Arts","Portland","ME","04102-0000","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",1
"7226",7226,"DeVry University's Keller Graduate School of Management-Maryland","Bethesda","MD","20814-3304","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","104300",1
"7227",7227,"DeVry University's Keller Graduate School of Management-North Carolina","Charlotte","NC","28273-4068","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","104300",1
"7228",7228,"DeVry University's Keller Graduate School of Management-Florida","Miramar","FL","33027-4150","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","104300",1
"7229",7229,"DeVry College of New York's Keller Graduate School of Management","New York","NY","10016-5267","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","104300",1
"7230",7230,"DeVry University's Keller Graduate School of Management-Indiana","Indianapolis","IN","46240-2158","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","104300",1
"7231",7231,"DeVry University's Keller Graduate School of Management-Nevada","Henderson","NV","89074-7120","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","104300",1
"7232",7232,"DeVry University's Keller Graduate School of Management-Colorado","Westminster","CO","80234-2010","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","104300",1
"7233",7233,"DeVry University's Keller Graduate School of Management-Minnesota","Edina","MN","55435-5876","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","104300",1
"7234",7234,"DeVry University's Keller Graduate School of Management-Oklahoma","Oklahoma City","OK","73116-1695","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","104300",1
"7235",7235,"DeVry University's Keller Graduate School of Management-Utah","Sandy","UT","84070-2704","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","104300",1
"7236",7236,"DeVry University's Keller Graduate School of Management-Tennessee","Memphis","TN","38119-4808","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","104300",1
"7237",7237,"DeVry University's Keller Graduate School of Management-Michigan","Southfield","MI","48076-4174","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","104300",1
"7238",7238,"DeVry University's Keller Graduate School of Management-Kentucky","Louisville","KY","40223-3887","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","104300",1
"7239",7239,"DeVry University's Keller Graduate School of Management-New Jersey","North Brunswick","NJ","08902-3362","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","104300",1
"7240",7240,"DeVry University's Keller Graduate School of Management-Oregon","Portland","OR","97225-6651","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","104300",1
"7241",7241,"Lincoln College of New England-Hartford","Hartford","CT","06105-3630","NULL","NULL","NULL","0.3122807018",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","30400","37000","34200","53800",1
"7250",7250,"John Paul the Great Catholic University","Escondido","CA","92025","NULL","NULL","NULL","NULL",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"7251",7251,"ITT Technical Institute-Durham","Durham","NC","27703","0.6103","NULL","NULL","0.3430191354",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","38100","45300","46100","64300",1
"7252",7252,"ITT Technical Institute-Hanover","Hanover","MD","21076-1577","1","NULL","NULL","0.3430191354",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","38100","45300","46100","64300",1
"7253",7253,"University of Phoenix-Mississippi","Flowood","MS","39232-8205","NULL","NULL","NULL","0.2020970564",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","41600","56700","78400","84700",1
"7254",7254,"University of Phoenix-Delaware","Wilmington","DE","19801-5150","NULL","NULL","NULL","0.2020970564",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","41600","56700","78400","84700",1
"7256",7256,"Independence University","Salt Lake City","UT","84107","NULL","NULL","NULL","0.3633071817",NA,NA,NA,NA,NA,NA,NA,NA,"0.255","30900","41000","42100","56600",1
"7257",7257,"National American University-Tulsa","Tulsa","OK","74133-8945","NULL","NULL","NULL","0.160461653",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","30500","45600","58700","62500",1
"7258",7258,"National American University-Centennial","Centennial","CO","80122-3157","NULL","NULL","NULL","0.160461653",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","30500","45600","58700","62500",1
"7259",7259,"National American University-Lee's Summit","Lee's Summit","MO","64081-1425","NULL","NULL","NULL","0.160461653",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","30500","45600","58700","62500",1
"7260",7260,"National American University-Colorado Springs South","Colorado Springs","CO","80915-3612","NULL","NULL","NULL","0.160461653",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","30500","45600","58700","62500",1
"7261",7261,"Globe University-Appleton","Grand Chute","WI","54914-0000","NULL","NULL","NULL","0.281938326",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","28300","35100","40500","47000",1
"7263",7263,"Chamberlain College of Nursing-Missouri","St. Louis","MO","63146","0.8889","NULL","NULL","0.4153031761",NA,NA,NA,NA,NA,NA,NA,NA,"0.75","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","98800",1
"7264",7264,"Chamberlain College of Nursing-Texas","Houston","TX","77041","NULL","NULL","NULL","0.4153031761",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","98800",1
"7265",7265,"ITT Technical Institute-Oakland","Oakland","CA","94612","0.629","NULL","NULL","0.3430191354",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","38100","45300","46100","64300",1
"7289",7289,"Broadview University-Boise","Meridian","ID","83642-0000","NULL","NULL","NULL","0.258780037",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","50000",1
"7295",7295,"South University-Accelerated Graduate Programs","Atlanta","GA","30328-6773","NULL","NULL","NULL","0.159801877","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","30200","41900","45300","74600",1
"7296",7296,"South University-The Art Institute of Fort Worth","Fort Worth","TX","76116-4183","0.4068","NULL","NULL","0.159801877",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","30200","41900","45300","74600",1
"7297",7297,"South University-Novi","Novi","MI","48377","0.5385","NULL","NULL","0.159801877",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","30200","41900","45300","74600",1
"7302",7302,"National University College-Caguas","Caguas","PR","00725-0000","0.875","NULL","NULL","0.0141737033",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","19300","21300","PrivacySuppressed","32100",1
"7332",7332,"The Art Institute of Wisconsin","Milwaukee","WI","53202-5837","0.6967","NULL","NULL","0.3678290214",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","47100",1
"7333",7333,"Brown Mackie College-Birmingham","Birmingham","AL","35209-4701","NULL","NULL","NULL","0.3678290214",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","47100",1
"7335",7335,"New York Film Academy","New York","NY","10003-2160","NULL","NULL","NULL","NULL",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","NULL","NULL","NULL","NULL",1
"7339",7339,"ITT Technical Institute-Bradenton","Bradenton","FL","34201","0.7778","NULL","NULL","0.3430191354",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","38100","45300","46100","64300",1
"7340",7340,"ITT Technical Institute-Phoenix West","Phoenix","AZ","85037-4445","0.8058","NULL","NULL","0.3430191354",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","38100","45300","46100","64300",1
"7341",7341,"ITT Technical Institute-Brooklyn Center","Brooklyn Center","MN","55430-4100","0.5753","NULL","NULL","0.3430191354",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","38100","45300","46100","64300",1
"7342",7342,"ITT Technical Institute-Orlando","Lake Mary","FL","32746","0.75","NULL","NULL","0.3430191354",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","38100","45300","46100","64300",1
"7343",7343,"ITT Technical Institute-Waco","Waco","TX","76706-0000","0.7926","NULL","NULL","0.3430191354",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","38100","45300","46100","64300",1
"7344",7344,"ITT Technical Institute-Myrtle Beach","Myrtle Beach","SC","29572-0000","0.7412","NULL","NULL","0.3430191354",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","38100","45300","46100","64300",1
"7345",7345,"University of Phoenix-Knoxville","Knoxville","TN","37932-3347","NULL","NULL","NULL","0.2020970564",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","41600","56700","78400","84700",1
"7346",7346,"Azusa Pacific University College","San Dimas","CA","91773","NULL","NULL","NULL","0.2189835575",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","47500","51100","55000","83100",1
"7348",7348,"CollegeAmerica-Phoenix","Phoenix","AZ","85051","NULL","NULL","NULL","0.3732057416","0.1359",NA,NA,NA,NA,NA,NA,NA,"NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","37900",1
"7349",7349,"Stevens-Henager College","Idaho Falls","ID","83402","NULL","NULL","NULL","0.3732057416",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","37900",1
"7354",7354,"University of Phoenix-Baton Rouge","Baton Rouge","LA","70808-2300","NULL","NULL","NULL","0.2020970564",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","41600","56700","78400","84700",1
"7355",7355,"University of Phoenix-Lafayette","Lafayette","LA","70508-3295","NULL","NULL","NULL","0.2020970564",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","41600","56700","78400","84700",1
"7356",7356,"University of Phoenix-Shreveport-Bossier","Bossier City","LA","71111-4390","NULL","NULL","NULL","0.2020970564",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","41600","56700","78400","84700",1
"7363",7363,"South University–Savannah Online","Savannah","GA","31406","0.6779","NULL","NULL","0.159801877","0.0858",NA,NA,NA,NA,NA,NA,NA,"0.0833","30200","41900","45300","74600",1
"7366",7366,"Whitworth University-Adult Degree Programs","Spokane","WA","99251","NULL","NULL","NULL","0.688057041",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","40800","42500","46900","63800",1
"7368",7368,"Springfield College-School of Professional and Continuing Studies","Springfield","MA","01109","NULL","NULL","NULL","0.5941530525",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","36300","49000","54100","67400",1
"7370",7370,"Sanford-Brown College-Brooklyn Center","Brooklyn Center","MN","55430","NULL","NULL","NULL","0.4830633284","0.2424",NA,NA,NA,NA,NA,NA,NA,"0.3051","31400","38100","41000","48600",1
"7371",7371,"Troy University-Phenix City Campus","Phenix City","AL","368694419","NULL","NULL","NULL","0.210031348","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","35300","43800","44000","60300",1
"7372",7372,"Troy University-Montgomery Campus","Montgomery","AL","361034419","NULL","NULL","NULL","0.210031348","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","35300","43800","44000","60300",1
"7373",7373,"Troy University-Dothan Campus","Dothan","AL","363034419","NULL","NULL","NULL","0.210031348","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","35300","43800","44000","60300",1
"7374",7374,"Troy University-Atlantic Region","Norfolk","VA","235134419","NULL","NULL","NULL","0.210031348","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","35300","43800","44000","60300",1
"7375",7375,"Troy University-Southeast Region","Columbus","GA","319045327","NULL","NULL","NULL","0.210031348","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","35300","43800","44000","60300",1
"7376",7376,"Troy University-Western Region","Colorado Springs","CO","809205327","NULL","NULL","NULL","0.210031348","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","35300","43800","44000","60300",1
"7377",7377,"Troy University-eTROY","Troy","AL","360825327","NULL","NULL","NULL","0.210031348","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","35300","43800","44000","60300",1
"7380",7380,"Harding School of Theology","Memphis","TN","381175499","NULL","NULL","NULL","0.4759568204","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","41700","40300","48000","60000",1
"7383",7383,"Art Center College of Design","Pasadena","CA","911051999","NULL","NULL","NULL","0.4153846154","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","55900","61700","66400","92100",1
"7384",7384,"Alliant International University-Fresno","Fresno","CA","937271360","NULL","NULL","NULL","0.89375","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","58600","55400","62700","88300",1
"7385",7385,"Alliant International University-Los Angeles","Alhambra","CA","918031360","NULL","NULL","NULL","0.89375","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","58600","55400","62700","88300",1
"7386",7386,"Alliant International University-San Francisco","San Francisco","CA","941331221","NULL","NULL","NULL","0.89375","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","58600","55400","62700","88300",1
"7387",7387,"Alliant International University-Irvine","Irvine","CA","926061221","NULL","NULL","NULL","0.89375","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","58600","55400","62700","88300",1
"7388",7388,"Alliant International University-Sacramento","Sacramento","CA","958331221","NULL","NULL","NULL","0.89375","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","58600","55400","62700","88300",1
"7390",7390,"San Jose Campus","San Jose","CA","951282541","NULL","NULL","NULL","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",1
"7391",7391,"Golden Gate University-Los Angeles","Los Angeles","CA","900175418","NULL","NULL","NULL","0.4437086093","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","78100","71400","89900","127100",1
